pH,Calcium,Magnesium,CEC,Cadmium,Lead,Rainfall,Soil_Type,Crop,Recommended_Dosage_T_ha,Yield_Gain_percent,Contamination_Risk,Risk_Class
7.146508171009576,788.221244565311,268.4195086401872,21.922383711102235,0.042703502229375086,14.683446270290798,205.1600774664816,clay,olive,2.7198668286033794,20.001041560678452,1.0,1
8.026349539768235,240.50152801029316,81.70044978169001,19.714359735562198,0.028303733201572156,26.196671802233755,210.5538858685531,clay,tomato,2.6381720611565593,17.062943599323418,1.0,1
7.660228740609402,511.22059662835704,266.64892214887584,9.234335569239313,0.0111352108690345,13.03059112448487,199.33713212822204,sandy,olive,2.5998585849272566,15.565031438529486,0.6356286723193953,0
7.183057352267168,307.61880920732625,198.39381360357447,7.905720194915733,0.03155188268785489,16.505127435723466,182.06726624929533,sandy,barley,2.1664764066335294,10.19499953467701,0.976698901562975,1
7.742765365166905,782.4059272458464,81.77762271675599,11.325846974512487,0.01852812148217895,1.5856527694456544,232.24719318622158,clay,tomato,2.671214475149705,13.408382483030241,0.5233320356335738,0
7.051582781672828,267.98210283647853,156.885463839928,24.521411720638085,0.04237587500231123,5.599342169303227,167.33900639033416,sandy,tomato,3.8630352117665625,24.732165918580243,1.0,1
8.363980603118174,442.1606014169547,90.21507337127447,10.136631491341173,0.0232116871936806,19.608908731269192,109.16544347299053,loamy,date_palm,1.208467568524999,10.305653509738008,0.8370308880125927,0
7.388169972400025,642.7309909007637,225.08697221664238,14.122544178932666,0.03659562654726342,21.792330130852438,226.68345635682402,sandy,date_palm,3.012153566020271,19.05649685355921,1.0,1
7.993783426530973,622.7326568164672,239.7170336044874,5.600404514346726,0.005681274174175621,17.895427166750483,201.0971908474826,clay,tomato,2.139429600467911,12.832767915912534,0.6142820239850768,0
7.467566614134117,453.63718213635934,76.44913006819974,12.944550591324651,0.020405192968814965,5.15599105199271,227.38879397494696,clay,date_palm,2.7296058401376837,19.009866726407,0.6275661827830933,0
7.780102031766717,407.91450077163097,176.53496317366108,16.426400308662053,0.049178830387147536,13.91675742875721,120.78211636670414,sandy,tomato,2.1382036406363034,10.22465811854323,1.0,1
7.820065419014919,438.56742713172235,253.6562640064793,24.062492250159302,0.04061455418438027,11.297748224532505,104.61294107645745,clay,olive,1.8484708214923045,14.154986931277206,0.9830509429757385,1
7.27728168328829,358.56575789518354,284.0407603877491,15.334720898801288,0.008837099315979504,15.37417897701756,240.1561810573752,loamy,tomato,3.866756191517677,25.375569266971368,0.749380564601458,0
8.454376941646839,323.1997632240799,178.3794666854425,21.382146523553757,0.014610438424385499,26.239542002068735,122.15924587758614,sandy,tomato,2.68561763879517,20.259073307324577,0.9587968275107707,1
8.162699235041671,489.823818535334,287.5698059028517,15.94255285137801,0.017160974633961695,23.499981721100905,221.4478498105678,sandy,barley,2.331372185480654,15.824137943605187,0.9139240287698958,1
8.409248412346283,361.1202536405644,183.92224261400744,5.815700268710362,0.03286791246427684,3.4356955402856095,223.48149132709537,clay,date_palm,1.1347517429550888,2.311960111189716,0.6525127372062718,0
8.342241025641473,372.4769989383501,148.54762364997697,11.30016550379548,0.038092743214993126,26.818966735462364,206.30578008235045,loamy,date_palm,1.511280260409085,4.104510404778881,1.0,1
7.896849968216628,594.0536380847343,262.0507821382239,16.510990156622064,0.03772680383158758,14.681247383344884,119.68933166393064,sandy,barley,1.725381014860731,13.094353603692992,0.9975574863295698,1
8.382811352534675,781.1223990199353,173.24567761452226,24.011879318622487,0.02598382875901374,22.572002201693955,200.10979368412114,clay,olive,2.16533607032994,18.319492349701772,1.0,1
7.132738753077879,562.182320335625,167.97562764113076,22.182607195024666,0.04073020635406941,5.061137706666212,233.36298749902986,sandy,olive,3.3769762396529375,23.488900197287798,0.9823339486166004,1
7.293974293628718,246.18768023897977,172.57812235245706,9.567112283576954,0.02241682605511628,20.450866245504393,163.82974672013248,loamy,olive,2.2096595146099793,11.758987996652301,0.9220424769056303,1
7.067840933365807,245.3501683124402,261.69625046743636,9.40219660038327,0.007070147699482533,7.85345451067428,162.02752815678983,clay,barley,2.275734362512184,13.006979913110786,0.4451800547066983,0
7.4879954961448965,770.8539325073396,257.985385422013,9.023459342278015,0.028657650241036853,13.713046017087015,166.42874643691286,sandy,tomato,2.6520022691815086,14.01672599198833,0.9162858554918138,1
7.583015934534223,378.3744741844002,150.87999811005278,23.449977926050064,0.04766276784545423,1.4890232323810277,112.34078360143097,clay,olive,1.899034489033696,15.817286128268716,0.8966447414521297,1
7.4070235476608435,255.24019164948527,133.32496496763127,22.053323062034412,0.03985668891823306,5.396708499983805,233.80383535449602,clay,olive,2.719465944001209,17.9700856230212,0.9233417792932688,1
8.243106263727894,559.4267522902289,172.9820060097823,20.497668645058976,0.02935633173691988,3.6703343005849733,230.37742959707654,loamy,barley,2.070122058871388,17.217614947345513,0.6793614267752086,0
7.535129990040383,574.1892669741596,193.19312743427724,12.854702284484551,0.03269347735710575,7.952581015209495,249.68639826854294,loamy,date_palm,2.6815146481611025,13.267490407702583,0.8639749525136644,0
7.421401764531071,589.1028920712129,109.58430265699924,15.087614085975336,0.046597539324743066,3.9005246107053457,187.777471224762,sandy,barley,2.1375648028463505,11.740221449807848,0.947978766312961,1
7.814044124737372,360.4412167145248,248.48877117889765,14.286634895903056,0.021988796927313065,21.065390771967294,212.67874546770787,clay,date_palm,2.39753864103222,15.363239182634953,0.9429428606316195,1
7.211386337462144,209.06641052868503,171.62069143310572,10.067962151187453,0.017238312808189233,1.8421571640673617,130.4007859460957,clay,olive,2.092206332668226,15.217165130841028,0.4627943420176438,0
8.20329547113106,779.0092216726831,133.5113871049899,15.100560922975339,0.048884836685022005,18.91447451812494,200.12932273362543,clay,olive,1.3163471584413593,8.148731288926548,1.0,1
7.111825965519656,350.5358274146615,76.70524824099766,5.60993095705509,0.04330871354200634,5.080527093941654,197.4599273136086,sandy,tomato,2.6019125408825956,14.41481876962277,0.9593942482795359,1
8.480330404900776,605.6157728315285,109.71129010090173,7.636207469949183,0.016829135646311517,28.40968225815901,235.18131037624187,loamy,tomato,1.9358783558775705,8.35559160284141,0.9755009483280586,1
8.158367153944987,623.9779219272257,287.3202929389959,22.73179192337893,0.02372524927068522,28.059728120185774,224.61890842586112,loamy,date_palm,2.8443836838585823,21.20194807039852,1.0,1
7.298073522301259,566.0044502476915,126.27492170488165,20.033595340628466,0.021338828321382154,7.5395899731079155,240.76996939266448,clay,olive,3.090630183132381,21.691502298135966,0.7181246389334811,0
7.008283175685404,387.74443652818894,92.21482234175883,13.457368181181742,0.008305688254900263,18.818217648467854,230.32502090524113,sandy,olive,3.586326889750782,23.724199290910317,0.7878558279729236,0
8.223192142682251,362.6577522584395,165.16819791374832,15.343007245677544,0.0479331468668497,1.8121542647012947,230.3040842348278,clay,barley,1.3363957839887972,6.399147258632253,0.8621519510158752,0
8.060286015771425,558.6009696216219,126.77193584006217,12.399977719199548,0.020811309129768182,28.02186774848405,109.55849900330774,loamy,olive,1.527336162956008,13.884433668304714,0.9947938849526843,1
8.09351075206148,719.6573801670149,58.789812567798535,19.815597343213447,0.0438911250492575,16.16663193755958,226.89429290439338,clay,olive,1.9207762024804398,13.16693532770535,1.0,1
8.156905520028918,768.0402373540373,130.7863043198543,20.68374358464159,0.01027845515635259,2.253471391115591,191.12175917546773,clay,barley,2.1739859026250827,15.941446405476954,0.3731651273776073,0
7.111066977601135,263.54348264225456,186.02715598486714,20.265703804063183,0.02784566972122377,10.932499797235984,157.0666677648942,clay,barley,2.4349577315065907,17.46445322620861,0.8311316602836034,0
7.537698592816409,292.8971675586319,187.92809300499172,19.45223449668899,0.0021741078710892214,3.228634393975792,108.47719365820934,loamy,olive,2.7358790064174747,20.61655499789382,0.31605462645925214,0
7.173803589287695,766.8417552698478,139.13973029422218,9.090086773855916,0.03844680370827312,12.395388741827436,201.651066215207,sandy,tomato,2.9348179102941265,20.031914174680345,1.0,1
8.29465513881339,641.9211370008755,161.82568906315015,11.759399584809575,0.029464781014067642,20.42786392267837,149.2302625806426,clay,tomato,1.4120346679916673,10.91734227152543,0.9634917671039154,1
7.934947190241337,729.7962948978638,291.3794795586916,14.3969086996735,0.03165388959001788,14.626807333201748,170.1664397479052,loamy,olive,1.8336111767265089,11.860753115916589,0.9140333846524239,1
7.496347037278974,321.5795804812059,144.3371193075779,11.615859828553113,0.0035343232451780196,12.12794306686418,202.25926555827016,clay,tomato,3.1085805873333583,19.611981173171827,0.5442601570016226,0
7.095337525429035,552.5515226656412,114.55670331499574,20.098804003166578,0.011340878180222155,4.455554320673479,236.76618205362143,sandy,barley,3.498004409859387,26.297569557504282,0.5390646119055529,0
7.466473482573493,620.6837566504842,110.86676101669002,11.587070484999094,0.004642212745325428,8.103232325116032,223.81553734074976,clay,tomato,3.23793464980607,22.35800448915387,0.49073260966668764,0
7.48777498304012,608.0671312681836,164.44115317603354,7.764641735706743,0.015156801474386777,3.9041553444121826,167.58956936553997,sandy,olive,2.410470335050272,7.819428383454083,0.4982727558080671,0
8.094409267507096,444.89101452001887,239.880037179236,12.980809040966081,0.0317445113764254,24.41746321804316,158.16747361695684,loamy,tomato,1.8711219228102767,12.659468402261943,1.0,1
7.95633620703282,209.23693501478508,101.4970460471183,24.598288655647607,0.028743113231551386,4.921955011556954,135.96696082660714,sandy,olive,2.6158008932146086,20.099941693134202,0.7388498701615787,0
8.33081911386449,549.7556340825579,227.324031785192,9.517628258671518,0.030995341259056126,18.26582762991791,155.86401267639525,sandy,tomato,1.7589787711554632,6.880123389766356,0.9709649731766371,1
7.708322387742924,351.8609235077653,55.287455837354074,17.24317317886458,0.027913312297516823,10.93947199407653,116.65695809378474,loamy,olive,1.992951025056123,15.831121446323117,0.7969252063487728,0
7.179391368907453,470.1525476857342,154.73324449598653,13.659460996794126,0.01437841098811711,7.553373155000322,245.66582625471318,sandy,olive,3.416815476192909,25.602396707987015,0.6400888660171957,0
8.069867180834493,774.5486090502903,243.9662663006967,6.420491352986533,0.012980867369876838,19.54458474527101,186.08761659393684,sandy,tomato,2.400187766500494,14.38464053036496,0.7776197267736124,0
8.141177572925347,439.42119058546086,134.68323894360785,14.75753211996119,0.007715924493292482,14.253066971931279,119.17087641928194,loamy,tomato,2.2968549133055443,18.81655184969668,0.5845485999024564,0
7.841915796354244,703.8809639986561,190.93427536134988,19.04328657296625,0.042604472870271116,12.604218551252215,152.92090138988587,sandy,barley,1.963421646154728,16.782213756861832,1.0,1
8.15645076993184,313.1243634495507,101.2448082064777,15.264399516556376,0.031207488568520982,18.192708141874427,182.0558715430984,sandy,date_palm,2.284516235532281,12.747067825991753,1.0,1
7.740693394546586,603.4762988150173,235.49884778154308,22.442121274931623,0.010139039612698929,15.24676122621002,179.93284549613043,clay,olive,2.800855996085302,18.25208163879543,0.6810892984015086,0
7.784099244072991,786.2041726633661,63.06977581718991,10.778740333151653,0.009683259611240738,9.801042047995262,105.32550530779486,sandy,olive,2.1524073590448665,15.418939093979924,0.5134623238521057,0
7.641311527537825,261.13586052376206,263.1356612188751,6.724983426079298,0.0437787444747807,17.212777345192297,242.6261551343667,sandy,olive,2.0280056697107174,7.956924198624335,1.0,1
7.038128690116142,204.99196533631522,99.54909660541703,23.73131223316012,0.03739381232440265,20.415458719970143,141.3063522212417,sandy,olive,3.1520312965148483,18.76495323865494,1.0,1
7.161837140489957,460.1496755795686,268.5995079270827,12.56392699056438,0.0333105549153632,1.774101599018774,102.42770033978368,loamy,tomato,2.364351972520262,13.359935295019156,0.7242885135124445,0
7.047143778530101,255.5752898308203,138.1323103251293,16.52811102907267,0.02093634126942569,14.510280138322585,111.46660134254238,sandy,tomato,3.471093384293373,23.328171953734604,0.8819381925513068,1
7.954615616895671,649.0306098057388,230.67089361862165,20.84006252260392,0.013836802649647359,2.6728152529227693,187.02923548719656,loamy,date_palm,2.909633520511008,21.20256901710315,0.49377902644404637,0
7.47153397161449,748.7291983091353,129.80632444654714,11.48627327751161,0.04899308739252837,6.405757007975221,120.66782810126453,loamy,olive,1.4354266120148598,5.298678370356032,0.9778455800086188,1
7.7628560367470545,460.4125836252553,276.4779178086619,19.323290763552222,0.04006473917611721,17.25475328826122,106.25871892802549,sandy,date_palm,2.2870225702866005,14.71094111864915,1.0,1
8.36134971088914,355.22698529326453,81.6592813795936,7.708376996356561,0.01578718193367755,26.11947854270184,156.9439699619067,sandy,barley,1.4781591559854574,8.856475454499467,0.8774500323380366,0
7.373938343723313,460.64199140396585,94.62994731814968,10.825874944110105,0.04253067501764624,26.60136469646606,193.41417885102828,sandy,date_palm,2.49354513712719,8.686043636263207,1.0,1
7.615574384553445,634.0686907100006,173.25753128970058,7.894212722730398,0.038187665482119396,3.028376294020307,116.77597072624185,sandy,date_palm,1.7614517796808786,7.860627532943227,0.7742986504866674,0
8.133326707814573,205.4324969482226,70.48460975953654,21.224611168027156,0.015556946944021922,13.154047502314492,146.99917482269734,sandy,barley,2.3316050151567165,15.903493904302467,0.682963555419156,0
7.343197248237434,553.6723936908184,98.99504617544048,9.452984704535707,0.021901089857840346,17.907188007131985,162.66410074368133,sandy,barley,2.2211279912194155,14.014776756169518,0.8643503473077981,0
7.115469864743189,567.9750109324275,285.9415955530036,19.348071108104207,0.010111718824160305,5.265027231959959,123.91901466801508,sandy,date_palm,3.6144559787034276,21.678251303169233,0.546132805297878,0
7.434627179370652,582.6129481375613,294.1224152869718,23.865967944913052,0.006441569774527358,23.19753428559838,175.91108477000654,loamy,barley,3.0014823254019722,25.935026236624218,0.8006928183620357,0
7.241831930881006,345.2132479885263,144.06483233260548,15.55544418137754,0.03641533960914514,22.582822494679924,112.78211303526564,clay,date_palm,2.1180113670884,12.352370408650621,1.0,1
8.39454647851386,628.431634026876,280.8215052534839,15.800583845213755,0.014108081010339463,27.196889397497046,106.9777744517603,loamy,tomato,1.9021501199444995,13.334224623230028,0.9077310127005929,1
8.212180569346625,254.83489179906584,186.20616891835795,14.22067136195624,0.04118290892156643,1.2460943504198476,177.97530507327022,sandy,tomato,2.0996570078101158,12.657171886280375,0.8106380814567027,0
7.950105634765635,319.56220188008047,117.43561646844176,11.517802867872856,0.049784826864206884,7.283843075681077,137.18454591263134,clay,date_palm,1.0683308421927704,3.2382237812455203,0.9779157318521464,1
8.307190885281576,726.4820279926892,225.59968027014966,14.513100618498342,0.004754370882552785,24.98841471311433,114.30607118470412,clay,barley,1.4863286404413942,13.318937869611158,0.6899901487358899,0
8.205508115348671,643.2338904359399,214.7254516437143,17.056150645335187,0.024178721129101317,20.446821473981128,163.58688812314483,sandy,barley,1.9739903080273848,12.810322135984126,0.9295364710583331,1
7.279855088329054,208.24733240680715,297.2813297771834,24.719831443413188,0.04030106540622935,26.937305757256233,237.27111092760921,sandy,tomato,4.127568074946008,25.382197386822842,1.0,1
8.338838497734967,349.0257562218801,116.26182185232082,23.755291186364484,0.039658593930520444,2.658209981377729,208.62886699812324,loamy,tomato,2.5250629552489237,18.972280196396635,0.8500481450052753,0
7.809013362873476,328.64388979589876,218.01487566543386,22.243059165862434,0.038239860758217455,18.31195500577684,222.34238730205414,clay,barley,2.145858822898998,13.525370237549451,1.0,1
8.211160232746094,362.48379682218354,63.005938757361726,22.782610714097167,0.01810075182979364,17.502350671916552,230.78709831379547,clay,barley,2.285954020459853,16.204064601434055,0.8044346125220239,0
8.34413694988524,348.53586216793184,78.41150967417985,14.35698366584086,0.023238809528567564,2.034558074455439,245.89416120946285,sandy,barley,2.115723667966401,14.493981868132277,0.5585311978549343,0
7.4770052124577955,237.51577744570744,50.979593737773314,18.148886543549295,0.030153449509732044,15.892140230462022,214.48698602712597,sandy,barley,2.679025466328939,17.585537293112438,0.9844665845615361,1
7.165077886791515,475.3643099580922,299.8651702649183,22.901334458724282,0.04872308859508961,18.676089027987803,191.26118829092195,clay,date_palm,2.8312481204073694,18.781851015636384,1.0,1
7.341902743812913,639.6400848716991,250.56842428686943,12.85901529982706,0.017049816275986153,6.54750205186111,154.8138820453371,clay,barley,2.0529826268816307,14.358816100183203,0.5509358953275449,0
7.640661682939385,564.0390348304618,246.6807536833852,24.235249566909374,0.04623405049812603,8.926557910615225,127.24648548365741,sandy,tomato,2.943764454142585,19.904268155278032,1.0,1
8.227022148883739,603.7230011588479,177.43151882204492,13.31572124138366,0.014198488990844211,19.570073042634373,202.99898109749415,sandy,tomato,2.8180208172559373,19.212728931682868,0.8298204610958255,0
8.291095874884515,248.68950712174347,125.01677072635998,17.021653307864312,0.049464648808211525,14.580727480398792,249.2424979182913,sandy,olive,2.045342011991472,12.28377907623925,1.0,1
7.010428195796786,770.8944261060723,87.81607111566899,19.19609426544744,0.033842920654551994,25.882396069481477,170.10380269283786,loamy,barley,2.53537532969631,12.956414489854719,1.0,1
7.7661209538663485,703.0951003058149,121.16868471161591,24.011840261518767,0.023712062537569,10.929071214266463,208.55190521392115,loamy,date_palm,3.1859651207079014,19.667586265066404,0.8291395720054964,0
7.626116504723169,683.0541910973976,143.99280548228478,9.89232548104532,0.03105613097511664,8.733130093257834,174.2638674989734,sandy,olive,2.1428430430767182,15.421430670774221,0.8119320099380438,0
7.333161715706096,693.7902830250605,239.0775242450735,19.922619564772845,0.014354027282970135,29.56111227000044,164.79001350452148,loamy,olive,2.965697323184699,21.362275447653342,1.0,1
7.179798051000525,759.6263048796568,184.9154472257881,15.416311722881645,0.014434519018061864,27.422937333772417,161.54584203398727,clay,date_palm,2.915197001619296,21.199541098877145,0.9981922920759201,1
7.506422757105442,526.5523796682187,69.37090663887068,10.37114281241282,0.006564172648331199,1.840789604970416,175.69370243975465,clay,olive,2.314315422292565,14.372209160340683,0.3204236156077815,0
8.41436455586878,320.1692107205755,54.50725223972806,20.532136795927812,0.006588464587564539,23.351129843890412,155.03434927980626,sandy,olive,2.5438390177083856,20.157173159368742,0.7693566871079471,0
7.484804398031133,570.0701647115247,75.58304488351578,16.04444560347693,0.018035915331976658,4.199708440930886,212.31599827327116,clay,tomato,3.1508218830126387,19.461566814714615,0.6065986494392787,0
7.778185932615049,645.7288962007634,152.62467842434484,18.219476412993515,0.03837991841692221,1.7970706500517575,231.1408039887275,clay,olive,2.2087254902927653,19.42528083789174,0.7883382284782895,0
8.054528438342768,642.7504360124153,283.2982292622546,11.45802137155802,0.030790587212309966,8.937169963024118,232.43279599677763,clay,date_palm,1.9142318440926516,11.581793892583754,0.7937407549725439,0
7.545444403568941,512.8694145001281,209.3506203023054,14.6254790365521,0.00602664345622002,8.811030492772025,134.1548070138739,clay,barley,2.107272946754648,14.714176191759682,0.43520209743911265,0
8.457673124081442,241.07523160014682,250.45647496887878,17.34708501976134,0.04275958972381964,24.760244108061976,234.38637080972362,clay,barley,1.387283995343477,6.296215585379574,1.0,1
8.443670942413167,422.66776305807673,166.59364862613714,13.09821628539688,0.030467013722513255,21.609350132342218,151.23268477826576,loamy,barley,1.1500014353709083,11.890059204233673,0.9811923233142158,1
7.377673443738046,752.4599650780144,140.4165207987607,8.967450796954026,0.04808192326245421,29.466673392628415,146.39614982279465,loamy,tomato,1.8075006920300327,7.489734682229746,1.0,1
7.745872758838578,550.6693458544556,77.10009317915568,24.23280984630608,0.03383908790314917,21.633874109042736,209.0134086097354,sandy,tomato,3.6306668024318345,25.951007399489882,1.0,1
7.451317464725155,522.999165953428,268.9832555465513,15.229350800852348,0.009583568321504869,13.129411044425389,145.70445101294342,clay,tomato,2.927469557886764,21.482725858237366,0.6405393103420219,0
7.427260741566202,361.31210862931607,245.7900072569757,19.678407405754008,0.024215384753083293,21.268902167411287,107.94496084145652,loamy,date_palm,2.6337442562616857,17.69288472144096,0.99930835514541,1
7.055330421031799,421.0693519499473,92.02952439943128,13.220943871121163,0.032776382279813006,29.98431294840566,156.04266584654619,loamy,barley,2.136310181170471,14.037195777091831,1.0,1
7.914346500969845,737.2076534919015,178.06514096906514,12.102635280514328,0.002384970351448907,21.594114594313314,208.21984005375234,loamy,date_palm,2.7368887802242434,17.07872440467882,0.6866079495759394,0
7.754018534843292,599.8778285161014,171.8437019803112,13.1432859693425,0.0017306029435855868,23.08875932342923,149.04376304052647,clay,date_palm,2.4705879952785215,15.456341345692215,0.6853812702446501,0
7.077218126874984,672.4322160513998,206.27288817163216,13.183932875712996,0.0073407470293298275,28.212585440517522,194.43385839927197,loamy,olive,3.054615822452556,22.14150694463942,0.9187321800465024,1
7.417969696354917,472.6072538405931,286.54672349781526,15.883602318839072,0.013331557317228068,4.295886578038817,199.01791663946955,sandy,barley,2.8323889370092776,18.86585112121481,0.5124822062799396,0
8.362398828949981,578.1483316736948,194.9428604406199,15.869397399627264,0.022047907052513104,21.43874450998408,210.06040175895342,sandy,olive,2.2715886485621555,16.537937164615684,0.9412205878723505,1
7.359342836000459,349.03016524592454,185.05431669465466,14.943076317657432,0.024884583214229632,25.67337278105602,234.56956994664046,clay,tomato,3.1611197948492262,20.11621316764968,1.0,1
