date,quartier,lat,lon,nb_signalements,symptome,so2,no2,pm25,pm10,dust,vent_vitesse,vent_direction,humidite,temperature,label,niveau
2023-01-04,Chatt,33.876,10.105,2,respiratoire,2.154,2.842,11.004,14.933,3.125,6.59,286.7,59.3,12.9,3,Urgence
2023-01-04,Metouia,33.971,10.001,2,respiratoire,2.154,2.842,11.004,14.933,3.125,6.59,286.7,59.3,12.9,3,Urgence
2023-01-04,Chenini,33.899,10.044,2,respiratoire,2.154,2.842,11.004,14.933,3.125,6.59,286.7,59.3,12.9,3,Urgence
2023-01-04,El Akarit,33.849,10.143,6,respiratoire,2.154,2.842,11.004,14.933,3.125,6.59,286.7,59.3,12.9,3,Urgence
2023-01-04,Oudhref,33.83,10.087,2,respiratoire,2.154,2.842,11.004,14.933,3.125,6.59,286.7,59.3,12.9,3,Urgence
2023-01-04,Bab Bhar,33.891,10.118,2,respiratoire,2.154,2.842,11.004,14.933,3.125,6.59,286.7,59.3,12.9,3,Urgence
2023-01-04,Jara,33.905,10.071,1,respiratoire,2.154,2.842,11.004,14.933,3.125,6.59,286.7,59.3,12.9,2,Critique
2023-01-05,Bou Chemma,33.882,10.098,4,respiratoire,1.721,2.617,12.167,16.804,3.167,5.9,206.5,74.5,11.8,2,Critique
2023-01-05,Chatt,33.876,10.105,7,respiratoire,1.721,2.617,12.167,16.804,3.167,5.9,206.5,74.5,11.8,3,Urgence
2023-01-05,Metouia,33.971,10.001,3,respiratoire,1.721,2.617,12.167,16.804,3.167,5.9,206.5,74.5,11.8,2,Critique
2023-01-05,Chenini,33.899,10.044,5,respiratoire,1.721,2.617,12.167,16.804,3.167,5.9,206.5,74.5,11.8,3,Urgence
2023-01-05,El Akarit,33.849,10.143,2,respiratoire,1.721,2.617,12.167,16.804,3.167,5.9,206.5,74.5,11.8,2,Critique
2023-01-05,Oudhref,33.83,10.087,1,respiratoire,1.721,2.617,12.167,16.804,3.167,5.9,206.5,74.5,11.8,2,Critique
2023-01-05,Bab Bhar,33.891,10.118,3,oculaire,1.721,2.617,12.167,16.804,3.167,5.9,206.5,74.5,11.8,2,Critique
2023-01-05,Jara,33.905,10.071,1,oculaire,1.721,2.617,12.167,16.804,3.167,5.9,206.5,74.5,11.8,2,Critique
2023-01-06,Bou Chemma,33.882,10.098,4,respiratoire,1.396,2.408,8.487,12.133,1.75,6.42,223.2,80.9,11.7,2,Critique
2023-01-06,Chatt,33.876,10.105,3,oculaire,1.396,2.408,8.487,12.133,1.75,6.42,223.2,80.9,11.7,2,Critique
2023-01-06,Metouia,33.971,10.001,2,respiratoire,1.396,2.408,8.487,12.133,1.75,6.42,223.2,80.9,11.7,2,Critique
2023-01-06,Chenini,33.899,10.044,1,oculaire,1.396,2.408,8.487,12.133,1.75,6.42,223.2,80.9,11.7,1,Vigilance
2023-01-06,El Akarit,33.849,10.143,1,respiratoire,1.396,2.408,8.487,12.133,1.75,6.42,223.2,80.9,11.7,1,Vigilance
2023-01-06,Oudhref,33.83,10.087,0,digestif,1.396,2.408,8.487,12.133,1.75,6.42,223.2,80.9,11.7,1,Vigilance
2023-01-06,Bab Bhar,33.891,10.118,3,digestif,1.396,2.408,8.487,12.133,1.75,6.42,223.2,80.9,11.7,2,Critique
2023-01-06,Jara,33.905,10.071,4,respiratoire,1.396,2.408,8.487,12.133,1.75,6.42,223.2,80.9,11.7,2,Critique
2023-01-07,Bou Chemma,33.882,10.098,2,respiratoire,1.188,1.929,7.013,11.025,1.75,9.15,303.0,66.6,13.5,1,Vigilance
2023-01-07,Chatt,33.876,10.105,3,respiratoire,1.188,1.929,7.013,11.025,1.75,9.15,303.0,66.6,13.5,1,Vigilance
2023-01-07,Metouia,33.971,10.001,1,respiratoire,1.188,1.929,7.013,11.025,1.75,9.15,303.0,66.6,13.5,1,Vigilance
2023-01-07,Chenini,33.899,10.044,3,respiratoire,1.188,1.929,7.013,11.025,1.75,9.15,303.0,66.6,13.5,1,Vigilance
2023-01-07,El Akarit,33.849,10.143,5,respiratoire,1.188,1.929,7.013,11.025,1.75,9.15,303.0,66.6,13.5,2,Critique
2023-01-07,Oudhref,33.83,10.087,3,oculaire,1.188,1.929,7.013,11.025,1.75,9.15,303.0,66.6,13.5,1,Vigilance
2023-01-07,Bab Bhar,33.891,10.118,1,respiratoire,1.188,1.929,7.013,11.025,1.75,9.15,303.0,66.6,13.5,1,Vigilance
2023-01-07,Jara,33.905,10.071,1,respiratoire,1.188,1.929,7.013,11.025,1.75,9.15,303.0,66.6,13.5,1,Vigilance
2023-01-08,Bou Chemma,33.882,10.098,3,respiratoire,0.846,0.8,8.871,10.267,3.458,19.98,248.6,47.5,12.8,1,Vigilance
2023-01-08,Chatt,33.876,10.105,2,oculaire,0.846,0.8,8.871,10.267,3.458,19.98,248.6,47.5,12.8,1,Vigilance
2023-01-08,Metouia,33.971,10.001,1,oculaire,0.846,0.8,8.871,10.267,3.458,19.98,248.6,47.5,12.8,0,Normal
2023-01-08,Chenini,33.899,10.044,0,respiratoire,0.846,0.8,8.871,10.267,3.458,19.98,248.6,47.5,12.8,0,Normal
2023-01-08,El Akarit,33.849,10.143,5,respiratoire,0.846,0.8,8.871,10.267,3.458,19.98,248.6,47.5,12.8,1,Vigilance
2023-01-08,Oudhref,33.83,10.087,1,respiratoire,0.846,0.8,8.871,10.267,3.458,19.98,248.6,47.5,12.8,0,Normal
2023-01-08,Bab Bhar,33.891,10.118,0,respiratoire,0.846,0.8,8.871,10.267,3.458,19.98,248.6,47.5,12.8,0,Normal
2023-01-08,Jara,33.905,10.071,3,respiratoire,0.846,0.8,8.871,10.267,3.458,19.98,248.6,47.5,12.8,1,Vigilance
2023-01-09,Bou Chemma,33.882,10.098,11,respiratoire,1.363,0.571,27.542,77.346,56.833,32.32,244.4,38.4,13.6,3,Urgence
2023-01-09,Chatt,33.876,10.105,3,respiratoire,1.363,0.571,27.542,77.346,56.833,32.32,244.4,38.4,13.6,3,Urgence
2023-01-09,Metouia,33.971,10.001,4,respiratoire,1.363,0.571,27.542,77.346,56.833,32.32,244.4,38.4,13.6,3,Urgence
2023-01-09,Chenini,33.899,10.044,4,respiratoire,1.363,0.571,27.542,77.346,56.833,32.32,244.4,38.4,13.6,3,Urgence
2023-01-09,El Akarit,33.849,10.143,8,respiratoire,1.363,0.571,27.542,77.346,56.833,32.32,244.4,38.4,13.6,3,Urgence
2023-01-09,Oudhref,33.83,10.087,7,dermatologique,1.363,0.571,27.542,77.346,56.833,32.32,244.4,38.4,13.6,3,Urgence
2023-01-09,Bab Bhar,33.891,10.118,2,respiratoire,1.363,0.571,27.542,77.346,56.833,32.32,244.4,38.4,13.6,3,Urgence
2023-01-09,Jara,33.905,10.071,1,respiratoire,1.363,0.571,27.542,77.346,56.833,32.32,244.4,38.4,13.6,3,Urgence
2023-01-10,Bou Chemma,33.882,10.098,1,oculaire,1.558,1.679,8.054,16.396,5.833,14.06,276.3,40.5,15.3,2,Critique
2023-01-10,Chatt,33.876,10.105,0,oculaire,1.558,1.679,8.054,16.396,5.833,14.06,276.3,40.5,15.3,1,Vigilance
2023-01-10,Metouia,33.971,10.001,1,respiratoire,1.558,1.679,8.054,16.396,5.833,14.06,276.3,40.5,15.3,2,Critique
2023-01-10,Chenini,33.899,10.044,4,respiratoire,1.558,1.679,8.054,16.396,5.833,14.06,276.3,40.5,15.3,2,Critique
2023-01-10,El Akarit,33.849,10.143,6,digestif,1.558,1.679,8.054,16.396,5.833,14.06,276.3,40.5,15.3,2,Critique
2023-01-10,Oudhref,33.83,10.087,3,respiratoire,1.558,1.679,8.054,16.396,5.833,14.06,276.3,40.5,15.3,2,Critique
2023-01-10,Bab Bhar,33.891,10.118,3,oculaire,1.558,1.679,8.054,16.396,5.833,14.06,276.3,40.5,15.3,2,Critique
2023-01-10,Jara,33.905,10.071,1,digestif,1.558,1.679,8.054,16.396,5.833,14.06,276.3,40.5,15.3,2,Critique
2023-01-11,Bou Chemma,33.882,10.098,0,respiratoire,1.092,1.858,4.917,10.2,0.083,9.0,266.9,50.7,13.6,0,Normal
2023-01-11,Chatt,33.876,10.105,4,respiratoire,1.092,1.858,4.917,10.2,0.083,9.0,266.9,50.7,13.6,1,Vigilance
2023-01-11,Metouia,33.971,10.001,0,respiratoire,1.092,1.858,4.917,10.2,0.083,9.0,266.9,50.7,13.6,0,Normal
2023-01-11,Chenini,33.899,10.044,3,respiratoire,1.092,1.858,4.917,10.2,0.083,9.0,266.9,50.7,13.6,1,Vigilance
2023-01-11,El Akarit,33.849,10.143,0,respiratoire,1.092,1.858,4.917,10.2,0.083,9.0,266.9,50.7,13.6,0,Normal
2023-01-11,Oudhref,33.83,10.087,1,respiratoire,1.092,1.858,4.917,10.2,0.083,9.0,266.9,50.7,13.6,0,Normal
2023-01-11,Bab Bhar,33.891,10.118,0,respiratoire,1.092,1.858,4.917,10.2,0.083,9.0,266.9,50.7,13.6,0,Normal
2023-01-11,Jara,33.905,10.071,2,respiratoire,1.092,1.858,4.917,10.2,0.083,9.0,266.9,50.7,13.6,1,Vigilance
2023-01-12,Bou Chemma,33.882,10.098,1,oculaire,1.083,1.475,5.179,9.188,0.792,15.46,264.1,45.2,14.4,0,Normal
2023-01-12,Chatt,33.876,10.105,1,respiratoire,1.083,1.475,5.179,9.188,0.792,15.46,264.1,45.2,14.4,0,Normal
2023-01-12,Metouia,33.971,10.001,1,respiratoire,1.083,1.475,5.179,9.188,0.792,15.46,264.1,45.2,14.4,0,Normal
2023-01-12,Chenini,33.899,10.044,4,respiratoire,1.083,1.475,5.179,9.188,0.792,15.46,264.1,45.2,14.4,1,Vigilance
2023-01-12,El Akarit,33.849,10.143,4,respiratoire,1.083,1.475,5.179,9.188,0.792,15.46,264.1,45.2,14.4,1,Vigilance
2023-01-12,Oudhref,33.83,10.087,0,respiratoire,1.083,1.475,5.179,9.188,0.792,15.46,264.1,45.2,14.4,0,Normal
2023-01-12,Bab Bhar,33.891,10.118,0,respiratoire,1.083,1.475,5.179,9.188,0.792,15.46,264.1,45.2,14.4,0,Normal
2023-01-12,Jara,33.905,10.071,0,respiratoire,1.083,1.475,5.179,9.188,0.792,15.46,264.1,45.2,14.4,0,Normal
2023-01-13,Bou Chemma,33.882,10.098,4,oculaire,1.213,1.967,5.462,12.604,0.0,7.49,288.3,56.7,12.6,1,Vigilance
2023-01-13,Chatt,33.876,10.105,2,dermatologique,1.213,1.967,5.462,12.604,0.0,7.49,288.3,56.7,12.6,1,Vigilance
2023-01-13,Metouia,33.971,10.001,0,oculaire,1.213,1.967,5.462,12.604,0.0,7.49,288.3,56.7,12.6,0,Normal
2023-01-13,Chenini,33.899,10.044,2,respiratoire,1.213,1.967,5.462,12.604,0.0,7.49,288.3,56.7,12.6,1,Vigilance
2023-01-13,El Akarit,33.849,10.143,4,respiratoire,1.213,1.967,5.462,12.604,0.0,7.49,288.3,56.7,12.6,1,Vigilance
2023-01-13,Oudhref,33.83,10.087,2,respiratoire,1.213,1.967,5.462,12.604,0.0,7.49,288.3,56.7,12.6,1,Vigilance
2023-01-13,Bab Bhar,33.891,10.118,2,respiratoire,1.213,1.967,5.462,12.604,0.0,7.49,288.3,56.7,12.6,1,Vigilance
2023-01-13,Jara,33.905,10.071,0,respiratoire,1.213,1.967,5.462,12.604,0.0,7.49,288.3,56.7,12.6,0,Normal
2023-01-14,Bou Chemma,33.882,10.098,2,respiratoire,1.208,1.842,5.8,10.812,0.375,10.71,236.3,55.7,13.3,1,Vigilance
2023-01-14,Chatt,33.876,10.105,4,oculaire,1.208,1.842,5.8,10.812,0.375,10.71,236.3,55.7,13.3,1,Vigilance
2023-01-14,Metouia,33.971,10.001,1,digestif,1.208,1.842,5.8,10.812,0.375,10.71,236.3,55.7,13.3,1,Vigilance
2023-01-14,Chenini,33.899,10.044,3,respiratoire,1.208,1.842,5.8,10.812,0.375,10.71,236.3,55.7,13.3,1,Vigilance
2023-01-14,El Akarit,33.849,10.143,2,respiratoire,1.208,1.842,5.8,10.812,0.375,10.71,236.3,55.7,13.3,1,Vigilance
2023-01-14,Oudhref,33.83,10.087,0,oculaire,1.208,1.842,5.8,10.812,0.375,10.71,236.3,55.7,13.3,0,Normal
2023-01-14,Bab Bhar,33.891,10.118,1,respiratoire,1.208,1.842,5.8,10.812,0.375,10.71,236.3,55.7,13.3,1,Vigilance
2023-01-14,Jara,33.905,10.071,1,oculaire,1.208,1.842,5.8,10.812,0.375,10.71,236.3,55.7,13.3,1,Vigilance
2023-01-15,Bou Chemma,33.882,10.098,3,respiratoire,0.883,1.142,6.483,20.321,6.083,20.18,256.7,56.7,12.8,1,Vigilance
2023-01-15,Chatt,33.876,10.105,8,respiratoire,0.883,1.142,6.483,20.321,6.083,20.18,256.7,56.7,12.8,2,Critique
2023-01-15,Metouia,33.971,10.001,0,dermatologique,0.883,1.142,6.483,20.321,6.083,20.18,256.7,56.7,12.8,0,Normal
2023-01-15,Chenini,33.899,10.044,1,oculaire,0.883,1.142,6.483,20.321,6.083,20.18,256.7,56.7,12.8,0,Normal
2023-01-15,El Akarit,33.849,10.143,2,oculaire,0.883,1.142,6.483,20.321,6.083,20.18,256.7,56.7,12.8,0,Normal
2023-01-15,Oudhref,33.83,10.087,2,digestif,0.883,1.142,6.483,20.321,6.083,20.18,256.7,56.7,12.8,0,Normal
2023-01-15,Bab Bhar,33.891,10.118,1,digestif,0.883,1.142,6.483,20.321,6.083,20.18,256.7,56.7,12.8,0,Normal
2023-01-15,Jara,33.905,10.071,1,respiratoire,0.883,1.142,6.483,20.321,6.083,20.18,256.7,56.7,12.8,0,Normal
2023-01-16,Bou Chemma,33.882,10.098,5,respiratoire,1.008,0.608,21.333,60.733,37.042,28.73,244.1,50.8,13.2,3,Urgence
2023-01-16,Chatt,33.876,10.105,11,dermatologique,1.008,0.608,21.333,60.733,37.042,28.73,244.1,50.8,13.2,3,Urgence
2023-01-16,Metouia,33.971,10.001,4,respiratoire,1.008,0.608,21.333,60.733,37.042,28.73,244.1,50.8,13.2,2,Critique
2023-01-16,Chenini,33.899,10.044,2,respiratoire,1.008,0.608,21.333,60.733,37.042,28.73,244.1,50.8,13.2,2,Critique
2023-01-16,El Akarit,33.849,10.143,4,respiratoire,1.008,0.608,21.333,60.733,37.042,28.73,244.1,50.8,13.2,2,Critique
2023-01-16,Oudhref,33.83,10.087,4,respiratoire,1.008,0.608,21.333,60.733,37.042,28.73,244.1,50.8,13.2,2,Critique
2023-01-16,Bab Bhar,33.891,10.118,2,respiratoire,1.008,0.608,21.333,60.733,37.042,28.73,244.1,50.8,13.2,2,Critique
2023-01-16,Jara,33.905,10.071,2,respiratoire,1.008,0.608,21.333,60.733,37.042,28.73,244.1,50.8,13.2,2,Critique
2023-01-17,Bou Chemma,33.882,10.098,21,respiratoire,1.617,0.621,57.233,172.763,155.792,35.62,241.5,36.9,15.2,3,Urgence
2023-01-17,Chatt,33.876,10.105,26,respiratoire,1.617,0.621,57.233,172.763,155.792,35.62,241.5,36.9,15.2,3,Urgence
2023-01-17,Metouia,33.971,10.001,9,respiratoire,1.617,0.621,57.233,172.763,155.792,35.62,241.5,36.9,15.2,3,Urgence
2023-01-17,Chenini,33.899,10.044,9,respiratoire,1.617,0.621,57.233,172.763,155.792,35.62,241.5,36.9,15.2,3,Urgence
2023-01-17,El Akarit,33.849,10.143,22,respiratoire,1.617,0.621,57.233,172.763,155.792,35.62,241.5,36.9,15.2,3,Urgence
2023-01-17,Oudhref,33.83,10.087,5,oculaire,1.617,0.621,57.233,172.763,155.792,35.62,241.5,36.9,15.2,3,Urgence
2023-01-17,Bab Bhar,33.891,10.118,10,respiratoire,1.617,0.621,57.233,172.763,155.792,35.62,241.5,36.9,15.2,3,Urgence
2023-01-17,Jara,33.905,10.071,8,respiratoire,1.617,0.621,57.233,172.763,155.792,35.62,241.5,36.9,15.2,3,Urgence
2023-01-18,Bou Chemma,33.882,10.098,12,respiratoire,1.304,0.812,47.829,167.188,117.0,24.29,238.2,32.5,16.2,3,Urgence
2023-01-18,Chatt,33.876,10.105,23,respiratoire,1.304,0.812,47.829,167.188,117.0,24.29,238.2,32.5,16.2,3,Urgence
2023-01-18,Metouia,33.971,10.001,9,digestif,1.304,0.812,47.829,167.188,117.0,24.29,238.2,32.5,16.2,3,Urgence
2023-01-18,Chenini,33.899,10.044,8,respiratoire,1.304,0.812,47.829,167.188,117.0,24.29,238.2,32.5,16.2,3,Urgence
2023-01-18,El Akarit,33.849,10.143,18,respiratoire,1.304,0.812,47.829,167.188,117.0,24.29,238.2,32.5,16.2,3,Urgence
2023-01-18,Oudhref,33.83,10.087,5,respiratoire,1.304,0.812,47.829,167.188,117.0,24.29,238.2,32.5,16.2,3,Urgence
2023-01-18,Bab Bhar,33.891,10.118,13,oculaire,1.304,0.812,47.829,167.188,117.0,24.29,238.2,32.5,16.2,3,Urgence
2023-01-18,Jara,33.905,10.071,7,respiratoire,1.304,0.812,47.829,167.188,117.0,24.29,238.2,32.5,16.2,3,Urgence
2023-01-19,Bou Chemma,33.882,10.098,5,dermatologique,0.921,1.258,17.008,51.071,32.0,23.28,266.2,31.9,12.3,2,Critique
2023-01-19,Chatt,33.876,10.105,7,respiratoire,0.921,1.258,17.008,51.071,32.0,23.28,266.2,31.9,12.3,2,Critique
2023-01-19,Metouia,33.971,10.001,5,dermatologique,0.921,1.258,17.008,51.071,32.0,23.28,266.2,31.9,12.3,2,Critique
2023-01-19,Chenini,33.899,10.044,2,oculaire,0.921,1.258,17.008,51.071,32.0,23.28,266.2,31.9,12.3,2,Critique
2023-01-19,El Akarit,33.849,10.143,6,oculaire,0.921,1.258,17.008,51.071,32.0,23.28,266.2,31.9,12.3,2,Critique
2023-01-19,Oudhref,33.83,10.087,0,oculaire,0.921,1.258,17.008,51.071,32.0,23.28,266.2,31.9,12.3,1,Vigilance
2023-01-19,Bab Bhar,33.891,10.118,4,digestif,0.921,1.258,17.008,51.071,32.0,23.28,266.2,31.9,12.3,2,Critique
2023-01-19,Jara,33.905,10.071,1,oculaire,0.921,1.258,17.008,51.071,32.0,23.28,266.2,31.9,12.3,2,Critique
2023-01-20,Bou Chemma,33.882,10.098,8,oculaire,0.871,0.946,33.708,104.246,84.458,28.1,245.1,37.1,10.5,3,Urgence
2023-01-20,Chatt,33.876,10.105,14,oculaire,0.871,0.946,33.708,104.246,84.458,28.1,245.1,37.1,10.5,3,Urgence
2023-01-20,Metouia,33.971,10.001,5,respiratoire,0.871,0.946,33.708,104.246,84.458,28.1,245.1,37.1,10.5,3,Urgence
2023-01-20,Chenini,33.899,10.044,6,dermatologique,0.871,0.946,33.708,104.246,84.458,28.1,245.1,37.1,10.5,3,Urgence
2023-01-20,El Akarit,33.849,10.143,18,oculaire,0.871,0.946,33.708,104.246,84.458,28.1,245.1,37.1,10.5,3,Urgence
2023-01-20,Oudhref,33.83,10.087,9,respiratoire,0.871,0.946,33.708,104.246,84.458,28.1,245.1,37.1,10.5,3,Urgence
2023-01-20,Bab Bhar,33.891,10.118,8,respiratoire,0.871,0.946,33.708,104.246,84.458,28.1,245.1,37.1,10.5,3,Urgence
2023-01-20,Jara,33.905,10.071,1,respiratoire,0.871,0.946,33.708,104.246,84.458,28.1,245.1,37.1,10.5,3,Urgence
2023-01-21,Bou Chemma,33.882,10.098,3,respiratoire,0.933,1.458,6.058,16.942,6.292,9.48,232.0,39.1,11.7,1,Vigilance
2023-01-21,Chatt,33.876,10.105,2,respiratoire,0.933,1.458,6.058,16.942,6.292,9.48,232.0,39.1,11.7,0,Normal
2023-01-21,Metouia,33.971,10.001,0,respiratoire,0.933,1.458,6.058,16.942,6.292,9.48,232.0,39.1,11.7,0,Normal
2023-01-21,Chenini,33.899,10.044,1,dermatologique,0.933,1.458,6.058,16.942,6.292,9.48,232.0,39.1,11.7,0,Normal
2023-01-21,El Akarit,33.849,10.143,3,oculaire,0.933,1.458,6.058,16.942,6.292,9.48,232.0,39.1,11.7,1,Vigilance
2023-01-21,Oudhref,33.83,10.087,0,dermatologique,0.933,1.458,6.058,16.942,6.292,9.48,232.0,39.1,11.7,0,Normal
2023-01-21,Bab Bhar,33.891,10.118,0,respiratoire,0.933,1.458,6.058,16.942,6.292,9.48,232.0,39.1,11.7,0,Normal
2023-01-21,Jara,33.905,10.071,0,dermatologique,0.933,1.458,6.058,16.942,6.292,9.48,232.0,39.1,11.7,0,Normal
2023-01-22,Bou Chemma,33.882,10.098,2,oculaire,0.754,1.229,3.925,8.883,0.917,12.96,287.3,44.0,10.7,0,Normal
2023-01-22,Chatt,33.876,10.105,0,digestif,0.754,1.229,3.925,8.883,0.917,12.96,287.3,44.0,10.7,0,Normal
2023-01-22,Metouia,33.971,10.001,0,respiratoire,0.754,1.229,3.925,8.883,0.917,12.96,287.3,44.0,10.7,0,Normal
2023-01-22,Chenini,33.899,10.044,0,respiratoire,0.754,1.229,3.925,8.883,0.917,12.96,287.3,44.0,10.7,0,Normal
2023-01-22,El Akarit,33.849,10.143,1,digestif,0.754,1.229,3.925,8.883,0.917,12.96,287.3,44.0,10.7,0,Normal
2023-01-22,Oudhref,33.83,10.087,0,oculaire,0.754,1.229,3.925,8.883,0.917,12.96,287.3,44.0,10.7,0,Normal
2023-01-22,Bab Bhar,33.891,10.118,0,respiratoire,0.754,1.229,3.925,8.883,0.917,12.96,287.3,44.0,10.7,0,Normal
2023-01-22,Jara,33.905,10.071,1,respiratoire,0.754,1.229,3.925,8.883,0.917,12.96,287.3,44.0,10.7,0,Normal
2023-01-23,Bou Chemma,33.882,10.098,3,respiratoire,1.067,2.012,6.013,11.575,4.542,8.3,249.7,41.3,8.0,1,Vigilance
2023-01-23,Chatt,33.876,10.105,1,respiratoire,1.067,2.012,6.013,11.575,4.542,8.3,249.7,41.3,8.0,0,Normal
2023-01-23,Metouia,33.971,10.001,2,respiratoire,1.067,2.012,6.013,11.575,4.542,8.3,249.7,41.3,8.0,1,Vigilance
2023-01-23,Chenini,33.899,10.044,0,respiratoire,1.067,2.012,6.013,11.575,4.542,8.3,249.7,41.3,8.0,0,Normal
2023-01-23,El Akarit,33.849,10.143,0,respiratoire,1.067,2.012,6.013,11.575,4.542,8.3,249.7,41.3,8.0,0,Normal
2023-01-23,Oudhref,33.83,10.087,1,respiratoire,1.067,2.012,6.013,11.575,4.542,8.3,249.7,41.3,8.0,0,Normal
2023-01-23,Bab Bhar,33.891,10.118,0,respiratoire,1.067,2.012,6.013,11.575,4.542,8.3,249.7,41.3,8.0,0,Normal
2023-01-23,Jara,33.905,10.071,0,oculaire,1.067,2.012,6.013,11.575,4.542,8.3,249.7,41.3,8.0,0,Normal
2023-01-24,Bou Chemma,33.882,10.098,4,respiratoire,1.025,1.65,7.025,13.871,9.208,12.61,256.2,39.2,7.7,1,Vigilance
2023-01-24,Chatt,33.876,10.105,1,respiratoire,1.025,1.65,7.025,13.871,9.208,12.61,256.2,39.2,7.7,0,Normal
2023-01-24,Metouia,33.971,10.001,0,respiratoire,1.025,1.65,7.025,13.871,9.208,12.61,256.2,39.2,7.7,0,Normal
2023-01-24,Chenini,33.899,10.044,0,oculaire,1.025,1.65,7.025,13.871,9.208,12.61,256.2,39.2,7.7,0,Normal
2023-01-24,El Akarit,33.849,10.143,4,respiratoire,1.025,1.65,7.025,13.871,9.208,12.61,256.2,39.2,7.7,1,Vigilance
2023-01-24,Oudhref,33.83,10.087,1,oculaire,1.025,1.65,7.025,13.871,9.208,12.61,256.2,39.2,7.7,0,Normal
2023-01-24,Bab Bhar,33.891,10.118,1,respiratoire,1.025,1.65,7.025,13.871,9.208,12.61,256.2,39.2,7.7,0,Normal
2023-01-24,Jara,33.905,10.071,1,digestif,1.025,1.65,7.025,13.871,9.208,12.61,256.2,39.2,7.7,0,Normal
2023-01-25,Bou Chemma,33.882,10.098,0,digestif,0.867,1.183,5.304,7.792,1.708,15.5,242.7,41.7,8.3,0,Normal
2023-01-25,Chatt,33.876,10.105,3,respiratoire,0.867,1.183,5.304,7.792,1.708,15.5,242.7,41.7,8.3,0,Normal
